country,UID,friendly_ID,water_company_name,permitted_site_name,site_name_Wasc_operational_ENGLAND_ONLY,storm_discharge_asset_type,Receiving_Water_Environment_common_name,shellfish_water,bathing_water_ENGLAND_ONLY,lat,lon,Outlet_Discharge_NGR,RAMSAR,RAMSAR_site_name,SPA,SPA_site_name,SAC,SAC_site_name,SSSI,SSSI_site_name,total_spills_duration_hours,spill_count,pcon_name
ENGLAND,0x4ED0B975F9FCF493F4E4A6F9875C96CA,AW63,Anglian Water,NESS POINT PUMPING STATION,LOWESTOFT-NESS POINT TPS,Storm discharge at pumping station,North Sea,N/a,N/a,52.481635,1.7637718,TM5566093740,N,,Y,Outer Thames Estuary,Y,Southern North Sea,N,,4,3,Waveney
ENGLAND,0xC1C036D6B281631BD7CF94990869A982,SW144,Southern Water,COODEN BEACH TANK CSO,COODEN BEACH BEXHILL CSO - 108029,SO on sewer network,CONTROLLED SEA,,"BEXHILL, NORMANS BAY",50.831509,0.42730183,TQ7103006360,N,,Y,"Dungeness, Romney Marsh and Rye Bay",N,,N,,10.45222222,4,Bexhill and Battle
ENGLAND,0x07EBD843B931515C25EDD6BEC4A62AE7,SW86,Southern Water,HARTFIELD ROAD CSO,HARTFIELD ROAD BEXHILL CSO - 107691,SO on sewer network,CONTROLLED SEA,,"BEXHILL, NORMANS BAY",50.8333,0.44060312,TQ7196006590,N,,Y,"Dungeness, Romney Marsh and Rye Bay",N,,N,,69.41805556,24,Bexhill and Battle
ENGLAND,0x08DC1C591FEA48666DD9B0942A07326F,SW41,Southern Water,POLEGROVE TANK CSO,BROCKLEY ROAD BEXHILL CSO - 103297,SO on sewer network,CONTROLLED SEA,,BEXHILL,50.835823,0.46601674,TQ7374006930,N,,Y,"Dungeness, Romney Marsh and Rye Bay",N,,N,,295.0902778,22,Bexhill and Battle
ENGLAND,0x1D44F45663074136C0AC49B31AB27859,SW58,Southern Water,GALLEY HILL TANKS (NEW) CSO,GALLEY HILL BEXHILL CSO - 116162,Storm discharge at pumping station,ENGLISH CHANNEL,,BEXHILL,50.840287,0.49295706,TQ7562007490,N,,Y,"Dungeness, Romney Marsh and Rye Bay",N,,N,,153.3591667,14,Bexhill and Battle
ENGLAND,0xA8F8CD3485A82BB42645669BB7F42FF1,SW5,Southern Water,BEXHILL AND HASTINGS WWTW,BEXHILL & HASTINGS CSO - 115398,Inlet SO at WwTW,ENGLISH CHANNEL,,"BEXHILL, ST LEONARDS",50.820417,0.53023508,TQ7832005370,N,,Y,"Dungeness, Romney Marsh and Rye Bay",N,,N,,1086.935556,96,Hastings and Rye
ENGLAND,0x21E6C1AE22F679BAA15FDCAAB84ADBA6,SW201,Southern Water,CINQUE PORTS WAY HASTINGS CEO,SEASIDE ROAD HASTINGS NO 1 SSO - 107639,Storm discharge at pumping station,THE ENGLISH CHANNEL,,"HASTINGS PELHAM BEACH, ST LEONARDS",50.849196,0.53449188,TQ7851008580,N,,Y,"Dungeness, Romney Marsh and Rye Bay",N,,N,,0.433333333,1,Hastings and Rye
ENGLAND,0x35BE4F9BA63BA09BA2D8A86265404451,SW200,Southern Water,SEASIDE ROAD HASTINGS NO1 CEO,SEASIDE ROAD HASTINGS NO 1 SSO - 107639,Storm discharge at pumping station,ENGLISH CHANNEL,,"HASTINGS PELHAM BEACH, ST LEONARDS",50.849196,0.53449188,TQ7851008580,N,,Y,"Dungeness, Romney Marsh and Rye Bay",N,,N,,0.433333333,1,Hastings and Rye
ENGLAND,0x6F34024241F4800049E8BD7A448E65EF,SW75,Southern Water,COOMBES GARAGE PUMPING STATION,COOMBS HASTINGS CEO - 110211,Storm discharge at pumping station,ENGLISH CHANNEL,,"HASTINGS PELHAM BEACH, ST LEONARDS",50.851008,0.56272227,TQ8049008850,N,,Y,"Dungeness, Romney Marsh and Rye Bay",N,,N,,101.9111111,12,Hastings and Rye
ENGLAND,0xD409644BCFE942DBB68BB7CF34652C21,SW139,Southern Water,"ST HELENS DOWN, HASTINGS CSO",ST HELENS DOWN HASTINGS CSO - 109050,SO on sewer network,"ENGLISH CHANNEL, VIA SEWER",,"HASTINGS PELHAM BEACH, ST LEONARDS",50.854187,0.58207902,TQ8184009251,N,,Y,"Dungeness, Romney Marsh and Rye Bay",N,,N,,13.30444444,13,Hastings and Rye
ENGLAND,0x1D3CF7B9C5DC33DBA5B814D55620AB40,AW8,Anglian Water,SOUTHEND SEWAGE WORKS,SOUTHEND STW (Long sea outfall),Inlet SO at WwTW,THAMES ESTUARY,N/a,N/a,51.504033,0.74633977,TQ9070081920,N,,Y,Outer Thames Estuary,N,,N,,279.5,64,Rochford and Southend East
ENGLAND,0x6BCF3A81C1AB41AFF6EF83FB765E427B,SW98,Southern Water,GORRELL OUTFALL VIA DIAMOND RD CSO,DIAMOND ROAD WHITSTABLE CEO - 103279,Storm discharge at pumping station,TANKERTON BAY,"SWALE EAST, SWALECLIFFE","TANKERTON, WEST BEACH WHITSTABLE",51.367393,1.0281097,TR1088067500,N,,Y,Outer Thames Estuary,N,,N,,41.39083333,18,Canterbury
ENGLAND,0x91D955A5AFB2F47A36D89471D778EE04,SW108,Southern Water,SWALECLIFFE STORM OUTFALL,SWALECLIFFE SSO - 115445,Storm tank at WwTW,CONTROLLED SEA,"SWALE EAST, SWALECLIFFE","HERNE BAY CENTRAL, TANKERTON",51.372251,1.0660811,TR1350068150,N,,Y,Outer Thames Estuary,N,,N,,28.66666667,4,Canterbury
ENGLAND,0xA2E3DA9C2587FC4752F2FD53A15F6C19,SW26,Southern Water,SWALECLIFFE WWTW,SWALECLIFFE CSO - 115444,Inlet SO at WwTW,THE NORTH SEA,"SWALE EAST, SWALECLIFFE","HERNE BAY CENTRAL, TANKERTON",51.384398,1.0762367,TR1415069530,N,,Y,Outer Thames Estuary,N,,N,,529.3005556,87,Canterbury
ENGLAND,0x50400F7403732C7B9A57E564BA7F70B8,SW112,Southern Water,"KINGS HALL WPS, HERNE BAY",KINGS HALL HERNE BAY CEO - 108096,Storm discharge at pumping station,NORTH SEA,"SWALE EAST, SWALECLIFFE, MARGATE","HERNE BAY, HERNE BAY CENTRAL",51.379089,1.1440079,TR1889069140,N,,Y,Outer Thames Estuary,N,,N,,25.8175,7,North Thanet
ENGLAND,0xDA4B1CC824E62051E0CB28AB25C6BB95,SW194,Southern Water,BROADSTAIRS HEADWORKS,BROADSTAIRS PS SCREENED CEO - 116106,Storm discharge at pumping station,THE ENGLISH CHANNEL,MARGATE,"BOTANY BAY BROADSTAIRS, BROADSTAIRS STONE BAY, BROADSTAIRS VIKING BAY, JOSS BAY BROADSTAIRS",51.376945,1.4561809,TR4062069880,N,,N,,Y,Thanet Coast,N,,0.866666667,2,South Thanet
ENGLAND,0x37501EC082B1733F2CA42C10F6C5B6A3,SW142,Southern Water,BROADSTAIRS HEADWORKS,BROADSTAIRS CEO - 111905,Storm discharge at pumping station,THE ENGLISH CHANNEL,MARGATE,,51.376945,1.4561809,TR4062069880,N,,N,,Y,Thanet Coast,N,,10.52805556,11,South Thanet
WALES,M3nNlpBrGJQJrg+TXU+oUqlvVYaFhETWYZuvqsFEVlY=,DWR_WALES43,DWR,Porth y Felin Sewage Pumping Station,,Storm discharge at pumping station,Holyhead Bay,,,53.316957,-4.6466333,SH 23797 83270,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,N,,N,,972.75,87,Ynys M?n
WALES,VIafYR/Z6jlbL5CZgU0lI81nTnupnflBB3Qw5epeER4=,DWR_WALES180,DWR,Coastguard CSO,,CSO on sewer network,Holyhead Bay,,,53.316889,-4.632635,SH 24729 83228,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,Y,North Anglesey Marine / Gogledd M?¡än Forol,N,,120.25,82,Ynys M?n
WALES,wmOLjT3AV/iVfW/OyHb8DttzH/fzGbevInyTm9Hf0Iw=,DWR_WALES279,DWR,Hibernia Row Pumping Station,,Storm discharge at pumping station,Holyhead Bay,,,53.315543,-4.6288585,SH 24975 83069,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,Y,North Anglesey Marine / Gogledd M?¡än Forol,N,,24.25,2,Ynys M?n
WALES,vfH7EADYOWF4A10JM1b02wdG67NoZ0v7sSvkBvgvd2s=,DWR_WALES339,DWR,WATERSIDE PUMPING STATION,,Storm discharge at pumping station,Holyhead Bay,,,53.314786,-4.6277159,SH 25048 82982,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,Y,North Anglesey Marine / Gogledd M?¡än Forol,N,,2,7,Ynys M?n
WALES,uPSJe/wPfKHI2SElAr73h/HY7ua0+Pe/uF9nZ6OcQoQ=,DWR_WALES155,DWR,Holyhead Wastewater Treatment Works SPS,,Inlet CSO at WwTW,Holyhead Bay,,,53.312331,-4.6232562,SH 25335 82698,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,N,,N,,159,64,Ynys M?n
WALES,RdzbqyuUIX6KCoSXjpCmtSINGIg92YmR45oCuJU/7Fo=,DWR_WALES157,DWR,Morawelon SPS,,Storm discharge at pumping station,Holyhead Bay,,,53.310762,-4.6189263,SH 25617 82513,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,Y,North Anglesey Marine / Gogledd M?¡än Forol,N,,156,41,Ynys M?n
WALES,AalYKwCZBaXicz0XzwO7K/Jqx+TGrJ0gEPKZoMJuFrA=,DWR_WALES74,DWR,ABERFFRAW WASTE WATER TREATMENT WKS,,Discharge from Storm tank at WwTW,Caernarfon Bay North,,,53.178947,-4.4747945,SH 34710 67510,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,N,,N,,565.25,185,Ynys M?n
WALES,EGn91COOa7ndB9OybhhCfwJgvncW/XpOIJiuZzZUf+M=,DWR_WALES245,DWR,CEMAES PS/BALANCING TANK CEMAES BAY,,Storm discharge at pumping station,Anglesey North,,,53.416327,-4.4566592,SH 36830 93870,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,Y,North Anglesey Marine / Gogledd M?¡än Forol,N,,43.25,15,Ynys M?n
WALES,wuqUks4NzwNc1wN5kx9MkSGoG0dvxVT7tFtpfNco03k=,DWR_WALES101,DWR,Bull Bay P.S.,,Storm discharge at pumping station,Anglesey North,,,53.422329,-4.3688037,SH 42690 94340,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,Y,North Anglesey Marine / Gogledd M?¡än Forol,N,,352.5,70,Ynys M?n
WALES,GeiW2sW9M80sTjVuOP3BVz/Ocn8Pv8OUCjH57kkGSEQ=,DWR_WALES235,DWR,Craig Y Don SPS,,Storm discharge at pumping station,Goch Amlwch,,,53.418899,-4.3366465,SH 44814 93888,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,Y,North Anglesey Marine / Gogledd M?¡än Forol,N,,55,7,Ynys M?n
WALES,ltO7I+10OGVuvofEsbppz3hMm69ptn6azEJ8122yjB4=,DWR_WALES250,DWR,Amlwch Port CSO,,CSO on sewer network,Anglesey North,,,53.413208,-4.334333,SH 44947 93250,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,N,,N,,39.25,34,Ynys M?n
WALES,11DJnpG+bpA0u5m6XSQ85zJwd3qD/qiS3Goicdd8Sr0=,DWR_WALES233,DWR,CROSSVILLE CSO,,CSO on sewer network,Menai Strait,,,53.144431,-4.276987,SH 47805 63232,N,,N,,Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,56.25,56,Arfon
WALES,lfW09Lqsx0bNAb/kFC1RucuPzcBJbT8lLM9q7lC+zOM=,DWR_WALES10,DWR,Criccieth STW CSO to Settled Storm Sewage Tanks,,Discharge from Storm tank at WwTW,Tremadog Bay,,,52.907816,-4.2523283,SH 48627 36863,N,,Y,Northern Cardigan Bay / Gogledd Bae Ceredigion,Y,Pen Llyn a'r Sarnau / Lleyn Peninsula and the Sarnau,N,,2034.75,140,Dwyfor Meirionnydd
WALES,ZgTk0jQf+ebXTBrtb7hrQ9vVRRqc5I00uy0uJCL2LCY=,DWR_WALES57,DWR,BRYNSCIENCYN STW,,Discharge from Storm tank at WwTW,Menai Strait,,,53.171891,-4.2551737,SH 49360 66240,N,,N,,Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,744,74,Ynys M?n
WALES,3Z8xgWhSGD9tjHMz/mMlSKpjT9J8wvF/h5z4h6FGCsg=,DWR_WALES285,DWR,BRYNSCIENCYN PS,,Storm discharge at pumping station,Menai Strait,,,53.172635,-4.253866,SH 49450 66320,N,,N,,Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,22,6,Ynys M?n
WALES,L41F2EMxkyRjxN/BWL4C8F25I2qTLK5Su9z92par4T0=,DWR_WALES229,DWR,MOELFRE PS MOELFRE,,Storm discharge at pumping station,Anglesey North,,,53.351922,-4.2341672,SH 51390 86220,N,,Y,"Anglesey Terns / Morwenoliaid Ynys M?¡än,Liverpool Bay / Bae Lerpwl (Wales)",Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,58,12,Ynys M?n
WALES,X3GjHRY2VcR8GyC0LmDP7mySMacV0j9klvnr/sgAc4E=,DWR_WALES321,DWR,Benllech Old Tidal Tank CSO,,CSO on sewer network,Anglesey North,,,53.321531,-4.2150106,SH 52560 82800,N,,Y,"Anglesey Terns / Morwenoliaid Ynys M?¡än,Liverpool Bay / Bae Lerpwl (Wales)",Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,4.75,6,Ynys M?n
WALES,orDLLjEKslGVasAXd6/tobKdnCoCoonc4Mqf2Bn+KJ4=,DWR_WALES106,DWR,Llanfair PG WwTW CSO,,Inlet CSO at WwTW,Menai Strait,,,53.214173,-4.2029206,SH 52997 70834,N,,N,,Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,323,103,Ynys M?n
WALES,ooKMtN1fBcg4vf5xRNdgW10IXzT7Kp5ILDjdjpgDzyc=,DWR_WALES107,DWR,MORFA BYCHAN WWTW,,Inlet CSO at WwTW,Tremadog Bay,,,52.900543,-4.1815003,SH 53365 35907,N,,Y,Northern Cardigan Bay / Gogledd Bae Ceredigion,Y,Pen Llyn a'r Sarnau / Lleyn Peninsula and the Sarnau,N,,321.75,71,Dwyfor Meirionnydd
WALES,rVDwcxLJty3p0AaYQze6pMowCtF02JyQm2jL9TNWYS0=,DWR_WALES102,DWR,BENLLECH WWTW (STW) LSO BENLLECH,,Inlet CSO at WwTW,Anglesey North,Red Wharf,,53.329328,-4.1969424,SH 53790 83630,N,,Y,"Anglesey Terns / Morwenoliaid Ynys M?¡än,Liverpool Bay / Bae Lerpwl (Wales)",Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,343.5,63,Ynys M?n
WALES,i8QpSlBSIowepEt9rVGNU/+vGWeGzV78/IaCIEMNQu0=,DWR_WALES79,DWR,Treborth WwTW (Settled Storm),,Discharge from Storm tank at WwTW,Menai Strait,,,53.214628,-4.1909467,SH 53798 70860,N,,N,,Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,508.25,74,Arfon
WALES,MLHqt07solLraDGVBPXB9Lm0SqCXW3YpAZ9X4MzmNqs=,DWR_WALES38,DWR,TYWYN STW MORFA GWYLLT TYWYN,,Discharge from Storm tank at WwTW,Cardigan Bay North,,,52.590913,-4.1139073,SH 56899 01334,N,,N,,Y,"Pen Llyn a'r Sarnau / Lleyn Peninsula and the Sarnau,West Wales Marine / Gorllewin Cymru Forol",N,,1037.5,81,Dwyfor Meirionnydd
WALES,VBOvr7IWGec8+mIxStb7dbO4eLfUAR4OP4286Awdyhc=,DWR_WALES214,DWR,MEIRION ROAD PS (STORM/EMERG) _ _,,Storm discharge at pumping station,Menai Strait,,,53.233358,-4.1398778,SH 57270 72840,N,,N,,Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,75.5,51,Arfon
WALES,9NhRk2PeVBayHVfWrjZjLaUBrCqbzDVSVEoavPPJVh0=,DWR_WALES330,DWR,Gorad Road SPS,,Storm discharge at pumping station,Menai Strait,,,53.233358,-4.1398778,SH 57270 72840,N,,N,,Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,3.25,4,Arfon
WALES,8qPceGLGuLkv9vrWJdwy8l8FDlBqGJaG3+JmQhi+LT0=,DWR_WALES260,DWR,BEACH ROAD PS BANGOR _,,Storm discharge at pumping station,Menai Strait,,,53.238858,-4.118872,SH 58690 73410,N,,N,,Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,32.25,35,Arfon
WALES,/dp0kWjGNwOKe4cdYqFSgxy60mKCEDlndm3QOM8hG/Q=,DWR_WALES99,DWR,BARMOUTH WWTW LONG SEA OUTFALL,,Inlet CSO at WwTW,Cardigan Bay North,,,52.720541,-4.0890618,SH 59000 15702,N,,N,,Y,Pen Llyn a'r Sarnau / Lleyn Peninsula and the Sarnau,N,,369.25,175,Dwyfor Meirionnydd
WALES,sy84TOuPyYSQB3Xi58OZqFhY0s9OlwyrxXjCPW1R1XQ=,DWR_WALES272,DWR,Storm and Emergency Overflow at Barmouth Wastewater Treatment Works (Outfall to MLWS),,Storm discharge at pumping station,Cardigan Bay North,,,52.727415,-4.0688047,SH 60390 16427,N,,N,,Y,Pen Llyn a'r Sarnau / Lleyn Peninsula and the Sarnau,N,,25.75,16,Dwyfor Meirionnydd
WALES,PMOuuPv+1vOclaBVv+rCAi4gC8VQHpVd55ZGcy8z3+c=,DWR_WALES135,DWR,MOUNT FIELD P.S. BEAUMARIS _,,Storm discharge at pumping station,Menai Strait,,,53.264485,-4.0829516,SH 61170 76190,N,,N,,Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,213,43,Ynys M?n
WALES,wonTUxBij7a+s/1WXXvWPxKD21aEjmEfv56U7adJuNk=,DWR_WALES123,DWR,LLANFAES WWTW STORM TANK,,Discharge from Storm tank at WwTW,Menai Strait,,,53.274612,-4.0785846,SH 61494 77308,N,,N,,Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,260.25,39,Ynys M?n
WALES,TyJQQz8fm9FoHblwZZ36496LUsNBAHZLTQ/MxRe1sdQ=,DWR_WALES295,DWR,Penmaenmawr Promenade CSO and EO,,Storm discharge at pumping station,Conwy Bay,,,53.276324,-3.9174895,SH 72240 77198,N,,Y,Liverpool Bay / Bae Lerpwl (Wales),Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,15.5,11,Aberconwy
WALES,OZk6rL3Jgz0aLH1/ATRDjRKx0HibDcIKLAr9oO4WWm4=,DWR_WALES22,DWR,PENMAENMAWR WWTW PENMAENMAWR,,Discharge from Storm tank at WwTW,Conwy Bay,,,53.284752,-3.9031654,SH 73220 78110,N,,Y,Liverpool Bay / Bae Lerpwl (Wales),Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,1478.75,105,Aberconwy
WALES,RpkKjOk5FFuWoiJj2RWBlc4QDsPAOgeuElxDKE6JpiA=,DWR_WALES263,DWR,CSO and EO at West Shore Pumping Station,,Storm discharge at pumping station,Conwy,,,53.324672,-3.8705414,SH 75511 82493,N,,Y,Liverpool Bay / Bae Lerpwl (Wales),Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,N,,31.75,12,Aberconwy
WALES,rMyypRfENE+skmroIBgup7IFNKQ4q0xzYxof+EifMWE=,DWR_WALES206,DWR,CSO and EO at Penrhyn Bay SPS,,Storm discharge at pumping station,North Wales,,,53.319803,-3.7598726,SH 82868 81764,N,,Y,Liverpool Bay / Bae Lerpwl (Wales),N,,N,,84.25,24,Aberconwy
WALES,7I1m3jHJT/L1Nbp8JrpugwqiZOWN7aWUGwxvpf+F7IY=,DWR_WALES301,DWR,Beach Road CSO,,CSO on sewer network,North Wales,,,53.294555,-3.6969101,SH 86995 78854,N,,Y,Liverpool Bay / Bae Lerpwl (Wales),N,,N,,13.75,14,Clwyd West
WALES,e1RKgS61PoGUEj/vdE97gq6BCQXlHRc+7uaa8Enj8HI=,DWR_WALES273,DWR,CSO and EO at Llanddulas Pumping Station,,Storm discharge at pumping station,North Wales,,,53.294782,-3.6415372,SH 90686 78793,N,,Y,Liverpool Bay / Bae Lerpwl (Wales),N,,N,,25.5,24,Clwyd West
WALES,Zf2W3LsUER0f7tbUVpaJxv+AbFbV6K1Pt5+bajUGtE0=,DWR_WALES96,DWR,CSO at Pensarn Pumping Station,,Storm discharge at pumping station,North Wales,,,53.300328,-3.5742212,SH 95186 79309,N,,Y,Liverpool Bay / Bae Lerpwl (Wales),N,,N,,388.75,67,Clwyd West
WALES,hp9GNvA8FprN24/1/hx5FLk/GEiWvcLNlHC1NsjuoVs=,DWR_WALES103,DWR,Kinmel Bay WwTW Storm Overflow,,Discharge from Storm tank at WwTW,North Wales,,,53.336901,-3.5692,SH 95610 83370,N,,Y,Liverpool Bay / Bae Lerpwl (Wales),N,,N,,343.25,38,Clwyd West
WALES,SI1UBut3tzOKiO6yTEyhOFxDEFfS5QNo4m2ulG4Y34w=,DWR_WALES294,DWR,CSO at Towyn SPS 3114 Coventry Camp,,CSO on sewer network,North Wales,,,53.312358,-3.5354865,SH 97796 80591,N,,Y,Liverpool Bay / Bae Lerpwl (Wales),N,,N,,15.5,4,Clwyd West
WALES,RHihXUmhU+rctAnnXwceuaUCg5WKA4sGT67hniUtnus=,DWR_WALES172,DWR,Inlet Storm Overflow at Milford Haven Wastewater Treatment Works,,Inlet CSO at WwTW,Milford Haven Outer,,,51.704071,-5.0440873,SM 89760 04980,N,,N,,Y,Pembrokeshire Marine / Sir Benfro Forol,N,,128.5,50,Preseli Pembrokeshire
WALES,stdJ5RVNaYAYUF/vTDlTaJdP9nnWiglzjr8SSMucbhk=,DWR_WALES190,DWR,Settled Storm Overflow at Milford Haven Wastewater Treatment Works,,Discharge from Storm tank at WwTW,Milford Haven Outer,,,51.704071,-5.0440873,SM 89760 04980,N,,N,,Y,Pembrokeshire Marine / Sir Benfro Forol,N,,111.25,30,Preseli Pembrokeshire
WALES,qOC7QOLV6PNJOjmcfW6BvB94o2DaW/8FZPtqhDE4wOY=,DWR_WALES259,DWR,Fishguard Ogof Martha SPS,,Storm discharge at pumping station,Cardigan Bay South,,,52.000818,-4.9815035,SM 95435 37796,N,,N,,Y,West Wales Marine / Gorllewin Cymru Forol,N,,32.25,36,Preseli Pembrokeshire
WALES,INPQtFir5LAA8MMQP0PK/nOjCxbZ340gqJctFpF5BuQ=,DWR_WALES304,DWR,Pembroke Dock STW(Emergency) Fort,,CSO on sewer network,MILFORD HAVEN INNER,,,51.699667,-4.9613327,SM 95457 04255,N,,N,,Y,Pembrokeshire Marine / Sir Benfro Forol,N,,12.25,10,Carmarthen West and South Pembrokeshire
WALES,iiy+2e1yKyP0Ab8za/rqhdsBURflWiKF6kxVPlw/Wus=,DWR_WALES9,DWR,CWM SEWAGE PUMPING STATION,,Storm discharge at pumping station,Cardigan Bay South,,,52.026965,-4.853268,SN 04350 40350,N,,N,,Y,West Wales Marine / Gorllewin Cymru Forol,N,,2081.25,125,Preseli Pembrokeshire
WALES,cWf7g+NyDYhDUcroeCrMXdQ66qjvOHxoYq0WyhofKxE=,DWR_WALES31,DWR,Settled storm overflow at Saundersfoot Pumping Station (Sea Outfall),,Discharge from Storm tank at WwTW,Carmarthen Bay,,,51.708299,-4.69174,SN 14119 04493,N,,Y,Bae Caerfyrddin / Carmarthen Bay,Y,"Carmarthen Bay and Estuaries / Bae Caerfyrddin ac Aberoedd,Bristol Channel Approaches / Dynesfeydd M?¡är Hafren",N,,1244.5,70,Carmarthen West and South Pembrokeshire
WALES,m5Aov7DfBblsSZxezNliCX9JmeG1RCFjbP8naV2r8gs=,DWR_WALES85,DWR,LLANINA WWTW/LL OLD H'DWATERS PS,,Storm discharge at pumping station,Cardigan Bay Central,,,52.225042,-4.3388986,SN 40343 61116,N,,N,,Y,"West Wales Marine / Gorllewin Cymru Forol,Cardigan Bay / Bae Ceredigion",N,,463.25,35,Ceredigion
WALES,emajdxV0K9pWC6IY+VpicCBgLyrZHrvPBzjxQTBbWDY=,DWR_WALES219,DWR,LLANINA WWTW PS LLANINA NEW QUAY,,Storm discharge at pumping station,Cardigan Bay Central,,,52.225043,-4.3388547,SN 40346 61116,N,,N,,Y,"West Wales Marine / Gorllewin Cymru Forol,Cardigan Bay / Bae Ceredigion",N,,68.25,11,Ceredigion
WALES,2KzMkIx195NekjqE99KrwNAaIGT7NtRRCpmnjkOR6V4=,DWR_WALES284,DWR,CSO and EO at Kymin Pumping Station,,Storm discharge at pumping station,SEVERN LOWER,,,51.436952,-3.1632893,ST 19237 71526,N,,N,,Y,Severn Estuary (Wales),N,,22,24,Cardiff South and Penarth
WALES,oFLeHJMzC660coYHbSpPrrq+JYyXUaAqgMJX3gWo6UU=,DWR_WALES75,DWR,COG MOORS STW CDIFF RD DINAS POWYS,,Discharge from Storm tank at WwTW,Cadoxton - headwaters to tidal limit,,,51.399768,-3.1589673,ST 19472 67386,N,,N,,Y,Severn Estuary (Wales),N,,530.5,54,Cardiff South and Penarth
WALES,Dbfakh/vUhUuHR8H9aPX+fePI319QFQXhyAGYMIIdnQ=,DWR_WALES69,DWR,CARDIFF EAST DISTRICT LONG OUTFALL,,CSO on sewer network,SEVERN LOWER,,,51.468931,-3.1148217,ST 22660 75030,N,,N,,Y,Severn Estuary (Wales),N,,621,59,Cardiff South and Penarth
WALES,w2bc1kZV2urkMOlCVjfJNsX2rMcK+kXptLzkUNstyT8=,DWR_WALES1,DWR,WESTERN VALLEY TRUNK SEWER CSO,,CSO on sewer network,SEVERN LOWER,,,51.515464,-3.0167771,ST 29542 80106,N,,N,,Y,Severn Estuary (Wales),N,,3102.25,166,Newport West
WALES,NpUvFDwBkmSC1eCiLmvLkexwtNqDer4p6n21KJXj3ak=,DWR_WALES56,DWR,CSO at Ferryside Wastewater Treatment Works,,Discharge from Storm tank at WwTW,TYWI & TAF & GWENDRAETH - THREE RIVERS ESTUARY,,,51.775462,-4.3640313,SN 37000 11177,N,,N,,Y,Carmarthen Bay and Estuaries / Bae Caerfyrddin ac Aberoedd,Y,Afon Tywi,766.5,91,Carmarthen East and Dinefwr
WALES,TLexr1gv9EjvnIj8UYf7bf3QYZtdoU6jZhrm9vCKilY=,DWR_WALES97,DWR,Morfa Lane CSO_ Carmarthen,,CSO on sewer network,TYWI & TAF & GWENDRAETH - THREE RIVERS ESTUARY,,,51.853399,-4.3131369,SN 40786 19731,N,,N,,Y,Afon Tywi / River Tywi,Y,Afon Tywi,387.25,131,Carmarthen West and South Pembrokeshire
WALES,kihGyptPYjrisNIhtbED4D/ga8AH9mcG0ZlO+O7lygc=,DWR_WALES159,DWR,CSO Pothouse Wharf PS,,Storm discharge at pumping station,TYWI & TAF & GWENDRAETH - THREE RIVERS ESTUARY,,,51.854297,-4.3095235,SN 41038 19823,N,,N,,Y,Afon Tywi / River Tywi,Y,Afon Tywi,151.75,64,Carmarthen West and South Pembrokeshire
WALES,gRRub5m0F0Hs910spidUFd4BT7YEHsMu/2d1n9vdwtU=,DWR_WALES244,DWR,SPS at Castle Hill Drainage Area,,Storm discharge at pumping station,TYWI & TAF & GWENDRAETH - THREE RIVERS ESTUARY,,,51.854892,-4.3048489,SN 41362 19879,N,,N,,Y,Afon Tywi / River Tywi,Y,Afon Tywi,43.5,61,Carmarthen West and South Pembrokeshire
